result_id,date,experiment_name,status,backbone,model_size,task,dataset,reference_policy,reward_type,target_type,probe_type,feature_type,candidate_or_state_level,layer,timestep,horizon,K,n_documents,n_problems,n_states,n_candidates,n_examples,metric,baseline_value,hidden_value,delta,ci_low,ci_high,p_value,statistical_method,seeds_or_folds,positive_or_negative,headline_candidate,source_path,source_key,notes
REGISTRY_0001,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P0_cheap,hg,candidate within state,3,,,,,,,,,within_r2,,0.5594392852814021,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 1,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0002,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P0_hi,hg,candidate within state,3,,,,,,,,,within_r2,,0.08796871510055415,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 2,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0003,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P0_hg,hg,candidate within state,3,,,,,,,,,within_r2,,0.0,,,,,,,negative_or_zero,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 3,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0004,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P0_hi_hg,hg,candidate within state,3,,,,,,,,,within_r2,,0.14100705023889737,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 4,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0005,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P0_cheap+hi,hg,candidate within state,3,,,,,,,,,within_r2,,0.5670779025555397,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 5,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0006,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P0_cheap+H,hg,candidate within state,3,,,,,,,,,within_r2,,0.5795553488494618,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 6,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0007,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P2_bilinear_r2,hg,candidate within state,3,,,,,,,,,within_r2,,0.4654536034398117,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 7,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0008,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P2_bilinear_r4,hg,candidate within state,3,,,,,,,,,within_r2,,0.3938291844263795,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 8,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0009,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P2_bilinear_r8,hg,candidate within state,3,,,,,,,,,within_r2,,0.13087145861575722,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 9,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0010,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P2_bilinear_r16,hg,candidate within state,3,,,,,,,,,within_r2,,-0.3361764706935455,,,,,,,negative_or_zero,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 10,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0011,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P2_bilinear_r32,hg,candidate within state,3,,,,,,,,,within_r2,,-2.8877272996797427,,,,,,,negative_or_zero,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 11,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0012,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P2_bilinear_r64,hg,candidate within state,3,,,,,,,,,within_r2,,-13.163119415936825,,,,,,,negative_or_zero,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 12,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0013,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P2_bilinear_best,hg,candidate within state,3,,,,,,,,,within_r2,,0.4654536034398117,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 13,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0014,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P2_bilinear_r1,hg,candidate within state,3,,,,,,,,,within_r2,,0.5247758531098143,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 14,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0015,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P2k_kron_d16,hg,candidate within state,3,,,,,,,,,within_r2,,0.5659672470400361,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 15,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0016,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P2k_kroneOnly_d16,hg,candidate within state,3,,,,,,,,,within_r2,,0.5642101473553777,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 16,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0017,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P2k_additive_d16,hg,candidate within state,3,,,,,,,,,within_r2,,0.574770042549879,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 17,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0018,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P2k_kron_wc_d16,hg,candidate within state,3,,,,,,,,,within_r2,,0.5580162519283727,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 18,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0019,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P2k_additive_wc_d16,hg,candidate within state,3,,,,,,,,,within_r2,,0.5610754116643366,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 19,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0020,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P2k_kron_d32,hg,candidate within state,3,,,,,,,,,within_r2,,0.5645238893438165,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 20,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0021,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P2k_kroneOnly_d32,hg,candidate within state,3,,,,,,,,,within_r2,,0.5630376925380873,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 21,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0022,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P2k_additive_d32,hg,candidate within state,3,,,,,,,,,within_r2,,0.5769920665953969,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 22,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0023,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P2k_kron_wc_d32,hg,candidate within state,3,,,,,,,,,within_r2,,0.5566316176565962,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 23,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0024,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P2k_additive_wc_d32,hg,candidate within state,3,,,,,,,,,within_r2,,0.5616489004583516,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 24,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0025,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P3_film,hg,candidate within state,3,,,,,,,,,within_r2,,0.4739495570402894,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 25,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0026,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P4_relmlp_w128,hg,candidate within state,3,,,,,,,,,within_r2,,0.4578745023382864,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 26,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0027,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P4_relmlp_w512,hg,candidate within state,3,,,,,,,,,within_r2,,0.475401027511274,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 27,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0028,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P4_cheaponly_mlp,hg,candidate within state,3,,,,,,,,,within_r2,,0.5666886317465598,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 28,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0029,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P5_rff_g0.1,hg,candidate within state,3,,,,,,,,,within_r2,,0.5396790016345457,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 29,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0030,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P5_rff_cheaponly_g0.1,hg,candidate within state,3,,,,,,,,,within_r2,,0.5534966842588962,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 30,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0031,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P5_rff_g1,hg,candidate within state,3,,,,,,,,,within_r2,,0.4355716632525096,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 31,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0032,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P5_rff_cheaponly_g1,hg,candidate within state,3,,,,,,,,,within_r2,,0.5027810258548586,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 32,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0033,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P5_rff_g10,hg,candidate within state,3,,,,,,,,,within_r2,,0.00793850906279503,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 33,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0034,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P5_rff_cheaponly_g10,hg,candidate within state,3,,,,,,,,,within_r2,,0.011363239221250154,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 34,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0035,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P5_poly2,hg,candidate within state,3,,,,,,,,,within_r2,,0.5145179500570003,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 35,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0036,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P5_poly2_cheaponly,hg,candidate within state,3,,,,,,,,,within_r2,,0.5279216343535813,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 36,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0037,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P6_boost,hg,candidate within state,3,,,,,,,,,within_r2,,0.5767455813647471,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 37,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0038,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P6_boost_cheaponly,hg,candidate within state,3,,,,,,,,,within_r2,,0.5630281578694545,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 38,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0039,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P7k_pair_kron_d32,hg,candidate within state,3,,,,,,,,,within_r2,,0.02845780248030161,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 39,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0040,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P7k_pair_hi_d32,hg,candidate within state,3,,,,,,,,,within_r2,,0.09640788682948676,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 40,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0041,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P7_pair_hi,hg,candidate within state,3,,,,,,,,,within_r2,,0.07822988850127355,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 41,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0042,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P7_pair_hi_x_hg,hg,candidate within state,3,,,,,,,,,within_r2,,0.07419254148052223,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 42,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0043,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P8_ranknet_cand,hg,candidate within state,3,,,,,,,,,within_r2,,0.0771880933035145,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 43,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0044,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P8_ranknet_cand_state,hg,candidate within state,3,,,,,,,,,within_r2,,0.0567891725518761,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 44,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0045,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P8_ranknet_cheap,hg,candidate within state,3,,,,,,,,,within_r2,,0.5282326136461247,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 45,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0046,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P8_ranknet_cheap_hidden,hg,candidate within state,3,,,,,,,,,within_r2,,0.46152005696299836,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 46,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0047,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P9_list_hidden,hg,candidate within state,3,,,,,,,,,within_r2,,0.4689699675467992,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 47,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0048,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P9_list_cheap,hg,candidate within state,3,,,,,,,,,within_r2,,0.5548432227527313,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 48,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0049,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P13_pls,hg,candidate within state,3,,,,,,,,,within_r2,,0.12354293981436515,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L3.json,registry row 49,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0050,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P0_cheap,hg,candidate within state,6,,,,,,,,,within_r2,,0.5594392852814021,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L6.json,registry row 50,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0051,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P0_hi,hg,candidate within state,6,,,,,,,,,within_r2,,0.10641259891118082,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L6.json,registry row 51,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0052,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P0_hg,hg,candidate within state,6,,,,,,,,,within_r2,,0.0,,,,,,,negative_or_zero,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L6.json,registry row 52,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0053,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P0_hi_hg,hg,candidate within state,6,,,,,,,,,within_r2,,0.17299424815413134,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L6.json,registry row 53,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0054,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P0_cheap+hi,hg,candidate within state,6,,,,,,,,,within_r2,,0.5656999090513604,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L6.json,registry row 54,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0055,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P0_cheap+H,hg,candidate within state,6,,,,,,,,,within_r2,,0.5828456474619359,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L6.json,registry row 55,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0056,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P2_bilinear_r2,hg,candidate within state,6,,,,,,,,,within_r2,,0.5091132324108831,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L6.json,registry row 56,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0057,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P2_bilinear_r4,hg,candidate within state,6,,,,,,,,,within_r2,,0.45208391730122643,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L6.json,registry row 57,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0058,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P2_bilinear_r8,hg,candidate within state,6,,,,,,,,,within_r2,,0.3702275053776679,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L6.json,registry row 58,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0059,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P2_bilinear_r16,hg,candidate within state,6,,,,,,,,,within_r2,,0.12299120441891476,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L6.json,registry row 59,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0060,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P2_bilinear_r32,hg,candidate within state,6,,,,,,,,,within_r2,,-1.4068475674834486,,,,,,,negative_or_zero,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L6.json,registry row 60,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0061,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P2_bilinear_r64,hg,candidate within state,6,,,,,,,,,within_r2,,-7.732064520284776,,,,,,,negative_or_zero,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L6.json,registry row 61,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0062,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P2_bilinear_best,hg,candidate within state,6,,,,,,,,,within_r2,,0.5091132324108831,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L6.json,registry row 62,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0063,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P2_bilinear_r1,hg,candidate within state,6,,,,,,,,,within_r2,,0.5359544458363088,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L6.json,registry row 63,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0064,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P2k_kron_d16,hg,candidate within state,6,,,,,,,,,within_r2,,0.5693363336935601,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L6.json,registry row 64,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0065,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P2k_kroneOnly_d16,hg,candidate within state,6,,,,,,,,,within_r2,,0.5638469548550136,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L6.json,registry row 65,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0066,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P2k_additive_d16,hg,candidate within state,6,,,,,,,,,within_r2,,0.5829421575649746,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L6.json,registry row 66,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0067,2026-08-31,R1_exploratory,R1_exploratory,MDLM_anc,169.6M,OpenWebText continuations,OpenWebText,MDLM_anc,A_pertok,A_pertok,P2k_kron_wc_d16,hg,candidate within state,6,,,,,,,,,within_r2,,0.5592573144220245,,,,,,,positive,no,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L6.json,registry row 67,Registry inventory entry; exploratory unless promoted by a curated master-table row.
